Course Department Code,Course Number,Course Title,Course Status Code,Course Catalog Code,Catalog Abstract
,,,,,
,,,,,
,,,,,
ARH ,ARH 265     ,"London Design, Art and Artistry  ",A,UG16,
ARH ,ARH 266     ,Collections and Collectors  ,A,UG16,
ARH ,ARH 288     ,Journey Through Mexican Art Hist  ,A,UG16,
ARH ,ARH 305     ,Visualizing Centre's History  ,A,UG16,"In preparation for Centre��s Bicentennial in 2019, this class will explore original archival documents to tell the story of the College through the latest visual technologies. Projects will include 3D reconstruction of historic buildings on campus; a web-based documentary on the Kentucky College of Women; and a virtual exhibition of Civil Rights history at Centre. Students will learn to work with video, lighting, 3D design and exhibition software, storyboarding, and special collections artefacts. The resulting student projects will be publicly exhibited."
,,,,,
,,,,,
ARH ,ARH 310     ,The Art of Pilgrimage  ,A,UG16,"This course is intended to immerse the student into the tradition, theology, culture, and environment of pilgrimage.  Specifically, this course will allow the student to explore the significance of pilgrimage by perfoming the actions of a pilgrim to Santiago de Compostela in Spain.  For over 1000 years, people of faith have traveled to the burial site of St. James in Santiago.  The routes to reach Santiago flourished in the medieval era, paths that were walked by princes, kings, and ordinary peasants.  As a result each town along the way to Santiago bears vivid material evidence through ecclesial art and architecture that speaks to the popularity of this practice.  Students will walk in their footsteps upon these well-trod routes, specifically focusing on the route in northern Spain.  By delving into this practice, students are expected to gain a deeper knowledge of the role of ritual practice in religion as well as an understanding of the continued significance of physical ritual in the contemporary world. Open to students who have paid the deposit for this off-campus program."
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
ARH ,ARH 319     ,Christian Art in Context  ,A,UG16,"This course examines the genre of Christian art from its inception through several prominent periods in history. The goal is to analyze the development of Christian art amidst the contextual background of history. With this methodology, one can visually realize and recognize important historical and theological shifts that are underway in the immediate context of the work of art under discussion. Moreover, it is equally critical to examine these works of art in situ to realize the dimensions, the depth of artistic professionalism and gravitas that they exhibit. This course intends to impart the importance of witnessing works of art ��face to face�� as well as to understand the context in which they were born."
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
ARH ,ARH 360     ,Classical Art  ,A,UG16,
ARH ,ARH 361     ,Medieval Art  ,A,UG16,
ARH ,ARH 362     ,Northern Gothic/Renaissance Art  ,A,UG16,
ARH ,ARH 363     ,Italian Gothic & Renaissance Art  ,A,UG16,
ARH ,ARH 364     ,Northern Mannerist & Baroque Art  ,A,UG16,
ARH ,ARH 365     ,Southern Mannerist & Baroque Art  ,A,UG16,
ARH ,ARH 367     ,Modern Art  ,A,UG16,
ARH ,ARH 368     ,The Quattrocento  ,A,UG16,
ARH ,ARH 370     ,N. European Art:4-16th Centuries  ,A,UG16,
ARH ,ARH 373     ,ModernArt: Impressionism/Surreal  ,A,UG16,
ARH ,ARH 374     ,Non-Western Art  ,A,UG16,"An introduction to the visual culture of the Islamic world, Asia, Oceania, Africa, and the Americas. Students investigate the art production of specific  societies and peoples. Monuments familiar to many people and discussed in this course include the Buddhas of Bamiyan, Afghanistan; the Taj Mahal in India; the Chinese Emperor's clay army at Shaanxi; Japanese woodblock prints; the sculptures of Easter Island; the art and architecture of the Olmec, Mayan and Aztec  peoples of Mexico; Machu Picchu of the Inca of Peru; Anasazi pottery of the American Southwest; the Mississippian mounds of North America; and the Chi Wara crest masks of the Bamana peoples of Mali. 
"
,,,,,
,,,,,
ARH ,ARH 375     ,History of Photography  ,A,UG16,"This course is an in-depth survey of the history of photography, from its beginnings in the 1830's to the recent practices of photographers and artists working with photographic technologies in the context of postmodernity. While becoming familiar with the key figures and artistic movements in the history of photography, as well as developing visual literacy, students explore the complex and sometimes contradictory genres and social functions of photography.
"
,,,,,
,,,,,
ARH ,ARH 377     ,European and American Modernism  ,A,UG16,"A survey of the art and architecture of Europe and  the United States beginning ca. 1860 that considers the traditional fine arts of painting, sculpture and architecture along with newer art forms such as photography and film, collage, installation and happening. From Manet's Olympia to Maya Lin's Vietnam Veterans' Memorial, students study artworks that have challenged the status quo and changed forever the world around us. Prerequisite: ARH 261 or permission of the instructor. 
"
,,,,,
,,,,,
ARH ,ARH 378     ,20th Century Art & Architecture  ,A,UG16,"A topical course covering the major art movements of the 20th century, including Modernism, Pop, Conceptualism and Post-Modernism. "
ARH ,ARH 380     ,American Art-I  ,A,UG16,"This course will examine American visual arts from the time of European settlement to around 1900 with emphasis on its political, social and cultural contexts. The course is both chronological and thematic. It focuses on major artistic figures, but it also focuses on issues such as the construction of an American identity, the role of fine arts in American society, and the tensions of class, gender, race & ethnicity in American art. Prerequisite: ARH 261 or permission of the instructor."
,,,,,
,,,,,
ARH ,ARH 381     ,Economic Histories of the Arts  ,A,UG16,"This course will introduce students to the multiple means by which art history can be examined through the lens of economics, proceeding from the assertion that art is by its very nature a commodity that is bought and traded, sold and re-sold. Course materials will attend the strategies of production and sale that shape not only how art is used and understood, but how such considerations influence the creation of styles and techniques that are more often identified as the products of individual creative expression. The class will balance careful examinations of individual artists, objects, and patrons with more general analyses of mass production and international exchange, and will take as its object Renaissance art, global contemporary art, and everything in between."
